EventTime,Source,Info
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1151, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1070, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1151, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1070, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1151, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1071, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1151, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1071, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1152, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1070, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1152, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1071, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1152, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1071, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1152, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1072, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1152, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1072, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1152, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1071, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=53->55840, tcp=->, dns=crl.globalsign.com, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1072, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1153, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1072, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1153, dns=, host=, uri="
0,pcap_dns_http,"ip.src=0.0.0.0, ip.dst=255.255.255.255, udp=38539->45357, tcp=->, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.7, ip.dst=192.168.56.255, udp=137->137, tcp=->, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.7, ip.dst=192.168.56.255, udp=137->137, tcp=->, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.7, ip.dst=192.168.56.255, udp=137->137, tcp=->, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1153, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1073, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1153, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1073, dns=, host=, uri="
0,pcap_dns_http,"ip.src=192.168.56.10, ip.dst=192.168.56.7, udp=->, tcp=80->1153, dns=, host=, uri="
